Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
1628,0.066,0.131,0.065,-0.099,0,0.098,0.103,0.283,0.144,0.117,0.109,0.116
1629,0.063,0.128,0.065,-0.096,-0.001,0.097,0.1,0.302,0.173,0.139,0.13,0.129
1630,0.145,0.21,0.065,-0.178,0.04,0.137,0.1,0.325,0.195,0.175,0.175,0.17
1631,0.123,0.188,0.065,-0.156,0.028,0.126,0.096,0.318,0.192,0.165,0.182,0.16
1632,0.085,0.15,0.065,-0.118,0.01,0.107,0.094,0.311,0.186,0.15,0.179,0.147
1633,0.069,0.134,0.065,-0.102,0.002,0.099,0.096,0.308,0.185,0.14,0.182,0.145
1634,0.111,0.176,0.065,-0.144,0.023,0.12,0.094,0.304,0.184,0.154,0.185,0.163
1635,0.205,0.27,0.065,-0.238,0.07,0.167,0.09,0.3,0.18,0.195,0.185,0.195
1636,0.204,0.271,0.067,-0.238,0.068,0.169,0.09,0.296,0.18,0.193,0.189,0.192
1637,0.204,0.259,0.055,-0.232,0.074,0.157,0.087,0.293,0.177,0.186,0.193,0.189
1638,0.193,0.261,0.068,-0.227,0.063,0.164,0.085,0.285,0.175,0.184,0.197,0.191
1639,0.167,0.259,0.092,-0.213,0.037,0.176,0.084,0.272,0.175,0.179,0.201,0.189
1640,0.17,0.255,0.085,-0.213,0.042,0.17,0.08,0.265,0.17,0.175,0.2,0.185
1641,0.166,0.25,0.084,-0.209,0.041,0.167,0.08,0.257,0.165,0.175,0.192,0.185
1642,0.165,0.251,0.085,-0.208,0.04,0.167,0.077,0.246,0.165,0.172,0.186,0.186
1643,0.162,0.247,0.085,-0.205,0.038,0.166,0.074,0.235,0.163,0.168,0.184,0.183
1644,0.154,0.238,0.084,-0.196,0.035,0.161,0.075,0.228,0.16,0.164,0.178,0.18
1645,0.15,0.23,0.08,-0.19,0.035,0.155,0.075,0.22,0.16,0.16,0.17,0.18
1646,0.142,0.222,0.08,-0.182,0.031,0.151,0.071,0.208,0.156,0.156,0.166,0.18
1647,0.134,0.214,0.08,-0.174,0.027,0.147,0.067,0.198,0.156,0.155,0.163,0.181
1648,0.126,0.206,0.08,-0.166,0.023,0.143,0.063,0.192,0.152,0.154,0.156,0.177
1649,0.118,0.198,0.08,-0.158,0.019,0.139,0.059,0.182,0.143,0.149,0.149,0.168
1650,0.11,0.19,0.08,-0.15,0.015,0.135,0.055,0.17,0.14,0.145,0.145,0.165
1651,0.11,0.185,0.076,-0.148,0.016,0.131,0.051,0.162,0.136,0.141,0.141,0.161
1652,0.11,0.185,0.075,-0.148,0.017,0.13,0.047,0.154,0.132,0.137,0.137,0.157
1653,0.109,0.184,0.075,-0.147,0.017,0.13,0.043,0.146,0.128,0.132,0.133,0.153
1654,0.112,0.187,0.075,-0.15,0.018,0.131,0.04,0.138,0.124,0.13,0.129,0.149
1655,0.11,0.185,0.075,-0.148,0.017,0.13,0.04,0.13,0.12,0.13,0.125,0.145
1656,0.073,0.147,0.075,-0.11,-0.002,0.111,0.036,0.126,0.112,0.118,0.113,0.133
1657,0.025,0.103,0.078,-0.064,-0.027,0.09,0.034,0.12,0.103,0.108,0.103,0.123
1658,0.007,0.088,0.081,-0.047,-0.037,0.084,0.036,0.111,0.098,0.102,0.097,0.117
1659,0.018,0.098,0.08,-0.058,-0.031,0.088,0.034,0.104,0.093,0.092,0.087,0.107
1660,0.02,0.1,0.08,-0.06,-0.03,0.09,0.03,0.1,0.085,0.08,0.075,0.095
1661,0.004,0.088,0.084,-0.047,-0.04,0.086,0.03,0.096,0.077,0.072,0.067,0.087
1662,-0.007,0.078,0.086,-0.036,-0.047,0.082,0.031,0.092,0.072,0.064,0.059,0.079
1663,-0.013,0.072,0.084,-0.03,-0.049,0.078,0.028,0.088,0.068,0.057,0.052,0.072
1664,-0.024,0.062,0.086,-0.02,-0.055,0.074,0.025,0.084,0.065,0.055,0.05,0.07
1665,-0.04,0.05,0.09,-0.005,-0.065,0.07,0.025,0.08,0.065,0.055,0.05,0.07
1666,-0.048,0.043,0.09,0.003,-0.069,0.066,0.026,0.08,0.065,0.051,0.05,0.07
1667,-0.059,0.03,0.089,0.015,-0.074,0.06,0.022,0.077,0.062,0.05,0.05,0.07
1668,-0.05,0.041,0.092,0.004,-0.071,0.066,0.02,0.073,0.059,0.048,0.05,0.07
1669,0.002,0.088,0.086,-0.045,-0.043,0.087,0.019,0.069,0.06,0.045,0.05,0.07
1670,0.065,0.125,0.06,-0.095,0.002,0.092,0.015,0.065,0.06,0.045,0.05,0.07
1671,0.064,0.1,0.036,-0.083,0.014,0.068,0.015,0.06,0.052,0.037,0.042,0.062
1672,0.019,0.065,0.046,-0.042,-0.014,0.055,0.016,0.06,0.046,0.031,0.037,0.056
1673,-0.006,0.051,0.056,-0.023,-0.031,0.053,0.013,0.057,0.044,0.029,0.031,0.054
1674,-0.007,0.041,0.048,-0.017,-0.028,0.044,0.01,0.048,0.038,0.023,0.024,0.048
1675,-0.005,0.04,0.045,-0.018,-0.025,0.042,0.01,0.04,0.03,0.015,0.02,0.04
1676,0.047,0.092,0.045,-0.07,0.001,0.068,0.01,0.036,0.026,0.011,0.012,0.036
1677,0.045,0.087,0.042,-0.066,0.001,0.064,0.007,0.03,0.023,0.007,0.007,0.032
1678,0.007,0.047,0.04,-0.027,-0.017,0.043,0.004,0.02,0.016,0.003,0.003,0.028
1679,-0.012,0.027,0.039,-0.007,-0.026,0.033,0.006,0.014,0.009,-0.001,-0.001,0.025
1680,-0.015,0.02,0.035,-0.003,-0.025,0.027,0.005,0.01,0.005,-0.005,-0.005,0.025
1681,-0.021,0.014,0.035,0.003,-0.028,0.025,-0.012,-0.007,0.001,-0.005,-0.009,0.025
1682,-0.008,0.025,0.033,-0.008,-0.021,0.028,-0.013,-0.007,-0.003,-0.007,-0.01,0.025
1683,0.018,0.046,0.027,-0.032,-0.005,0.036,-0.009,0.006,-0.007,-0.013,-0.011,0.025
1684,0.03,0.055,0.025,-0.043,0.002,0.04,-0.009,0.01,-0.011,-0.015,-0.016,0.024
1685,0.02,0.045,0.025,-0.033,-0.003,0.035,-0.005,0.005,-0.015,-0.015,-0.02,0.02
1686,0.016,0.037,0.021,-0.026,-0.003,0.028,-0.005,0.005,-0.023,-0.03,-0.02,0.02
1687,0.009,0.029,0.02,-0.019,-0.006,0.024,-0.002,0.005,-0.031,-0.047,-0.022,0.02
1688,0.003,0.021,0.018,-0.012,-0.008,0.019,0,0.005,-0.038,-0.049,-0.028,0.02
1689,-0.002,0.013,0.015,-0.006,-0.009,0.014,0.001,0.005,-0.04,-0.044,-0.03,0.02
1690,-0.01,0.005,0.015,0.002,-0.013,0.01,0.005,0.005,-0.04,-0.045,-0.03,0.02
1691,-0.016,-0.002,0.014,0.009,-0.015,0.006,0.009,0.001,-0.04,-0.045,-0.034,0.02
1692,-0.039,0.02,0.06,0.01,-0.049,0.04,0.013,0,-0.04,-0.045,-0.035,0.017
1693,-0.019,0.059,0.078,-0.02,-0.049,0.069,0.017,0,-0.04,-0.045,-0.035,0.014
1694,0.026,0.075,0.049,-0.051,-0.012,0.062,0.021,0,-0.04,-0.045,-0.035,0.015
1695,0.02,0.055,0.035,-0.038,-0.008,0.045,0.025,0,-0.04,-0.045,-0.035,0.015
1696,0.022,0.04,0.017,-0.031,0.002,0.028,0.026,0,-0.04,-0.045,-0.035,0.015
1697,0.065,0.052,-0.013,-0.059,0.039,0.02,0.022,0.001,-0.04,-0.045,-0.035,0.016
1698,0.042,0.06,0.019,-0.051,0.012,0.04,0.019,-0.002,-0.04,-0.045,-0.035,0.013
1699,-0.015,0.054,0.069,-0.02,-0.043,0.062,0.02,-0.005,-0.04,-0.045,-0.035,0.01
1700,0.01,0.055,0.045,-0.033,-0.018,0.05,0.02,-0.005,-0.04,-0.045,-0.035,0.01
1701,0.028,0.056,0.028,-0.042,-0.001,0.042,0.02,-0.005,-0.04,-0.045,-0.035,0.01
1702,0.037,0.052,0.014,-0.045,0.011,0.033,0.02,-0.005,-0.04,-0.042,-0.035,0.01
1703,0.055,0.049,-0.006,-0.052,0.03,0.021,0.02,-0.005,-0.04,-0.039,-0.035,0.01
1704,0.065,0.05,-0.014,-0.057,0.039,0.018,0.02,-0.006,-0.04,-0.04,-0.035,0.01
1705,0.05,0.05,0,-0.05,0.025,0.025,0.02,-0.01,-0.04,-0.04,-0.035,0.01
1706,0.037,0.046,0.008,-0.042,0.014,0.027,0.02,-0.01,-0.04,-0.04,-0.035,0.006
1707,0.029,0.044,0.016,-0.037,0.006,0.03,0.02,-0.01,-0.04,-0.04,-0.035,0.005
1708,0.021,0.046,0.024,-0.033,-0.002,0.034,0.02,-0.01,-0.04,-0.04,-0.035,0.005
1709,0.012,0.044,0.032,-0.028,-0.01,0.038,0.02,-0.01,-0.04,-0.04,-0.035,0.005
1710,0,0.04,0.04,-0.02,-0.02,0.04,0.02,-0.01,-0.04,-0.04,-0.035,0.005
1711,-0.01,0.04,0.05,-0.015,-0.03,0.045,0.016,-0.01,-0.04,-0.04,-0.035,0.001
1712,-0.002,0.041,0.043,-0.02,-0.022,0.041,0.015,-0.007,-0.04,-0.04,-0.036,0
1713,0.01,0.038,0.028,-0.024,-0.009,0.033,0.015,-0.004,-0.04,-0.04,-0.033,0
1714,0.017,0.035,0.017,-0.026,-0.001,0.026,0.015,-0.005,-0.04,-0.04,-0.03,0
1715,0.03,0.035,0.005,-0.033,0.012,0.02,0.015,-0.005,-0.04,-0.04,-0.03,0
1716,0.042,0.035,-0.006,-0.038,0.024,0.015,0.015,-0.005,-0.036,-0.038,-0.03,-0.004
1717,0.017,0.032,0.015,-0.025,0.001,0.023,0.015,-0.006,-0.035,-0.053,-0.03,-0.005
1718,-0.026,0.029,0.056,-0.002,-0.041,0.042,0.015,-0.003,-0.035,-0.06,-0.03,-0.005
1719,-0.045,0.03,0.076,0.007,-0.061,0.053,0.015,0,-0.035,-0.054,-0.03,-0.005
1720,-0.025,0.03,0.055,-0.003,-0.04,0.042,0.015,0,-0.035,-0.055,-0.03,-0.005
1721,-0.006,0.026,0.032,-0.01,-0.019,0.029,0.015,0,-0.035,-0.055,-0.026,-0.005
1722,-0.047,0.025,0.072,0.011,-0.06,0.048,0.015,0,-0.035,-0.055,-0.022,-0.008
1723,-0.073,0.025,0.098,0.024,-0.086,0.062,0.015,0,-0.035,-0.055,-0.033,-0.011
1724,-0.057,0.025,0.082,0.016,-0.07,0.054,0.016,0,-0.035,-0.055,-0.046,-0.01
1725,-0.055,0.025,0.08,0.015,-0.068,0.052,0.02,0,-0.035,-0.055,-0.04,-0.01
1726,-0.051,0.021,0.072,0.015,-0.062,0.046,0.02,0.004,-0.035,-0.055,-0.04,-0.01
1727,-0.048,0.02,0.067,0.014,-0.057,0.043,0.019,0.005,-0.035,-0.055,-0.04,-0.013
1728,-0.041,0.02,0.061,0.01,-0.051,0.04,0.022,0.005,-0.035,-0.055,-0.04,-0.016
1729,-0.034,0.02,0.054,0.007,-0.044,0.037,0.025,0.005,-0.034,-0.054,-0.039,-0.015
1730,-0.03,0.02,0.05,0.005,-0.04,0.035,0.025,0.005,-0.03,-0.05,-0.035,-0.015
1731,-0.018,0.02,0.038,-0.001,-0.028,0.029,0.025,0.005,-0.03,-0.05,-0.035,-0.015
1732,-0.044,0.017,0.061,0.013,-0.053,0.039,0.028,0.008,-0.03,-0.05,-0.035,-0.016
1733,-0.063,0.014,0.077,0.024,-0.071,0.046,0.031,0.011,-0.03,-0.05,-0.035,-0.013
1734,-0.053,0.015,0.068,0.019,-0.061,0.041,0.03,0.01,-0.03,-0.05,-0.034,-0.01
1735,-0.05,0.015,0.065,0.017,-0.058,0.04,0.03,0.01,-0.03,-0.05,-0.03,-0.01
1736,-0.045,0.015,0.061,0.015,-0.054,0.038,0.034,0.01,-0.03,-0.05,-0.03,-0.01
1737,-0.048,0.012,0.06,0.018,-0.054,0.036,0.036,0.01,-0.03,-0.05,-0.03,-0.007
1738,-0.049,0.009,0.059,0.02,-0.054,0.034,0.034,0.01,-0.03,-0.05,-0.03,-0.004
1739,-0.044,0.01,0.054,0.016,-0.049,0.031,0.036,0.011,-0.03,-0.05,-0.03,-0.005
1740,-0.04,0.01,0.05,0.015,-0.045,0.03,0.04,0.015,-0.03,-0.05,-0.03,-0.005
1741,-0.04,0.01,0.05,0.015,-0.045,0.03,0.04,0.019,-0.03,-0.046,-0.026,-0.001
1742,-0.04,0.008,0.048,0.016,-0.044,0.027,0.039,0.023,-0.031,-0.042,-0.025,0
1743,-0.024,0.019,0.042,0.002,-0.033,0.03,0.042,0.027,-0.028,-0.038,-0.025,0.002
1744,0.008,0.048,0.04,-0.028,-0.016,0.044,0.045,0.031,-0.025,-0.034,-0.025,0.006
1745,0.03,0.07,0.04,-0.05,-0.005,0.055,0.045,0.035,-0.025,-0.03,-0.025,0.005
1746,0.04,0.067,0.027,-0.053,0.006,0.046,0.045,0.04,-0.025,-0.026,-0.021,0.004
1747,0.067,0.065,-0.003,-0.066,0.034,0.03,0.042,0.037,-0.025,-0.022,-0.02,0.008
1748,0.035,0.063,0.029,-0.049,0.003,0.045,0.039,0.034,-0.025,-0.018,-0.02,0.01
1749,-0.019,0.06,0.079,-0.021,-0.049,0.069,0.04,0.035,-0.025,-0.014,-0.02,0.011
1750,0.015,0.06,0.045,-0.038,-0.015,0.052,0.04,0.035,-0.025,-0.01,-0.02,0.015
1751,0.04,0.056,0.016,-0.048,0.012,0.035,0.04,0.035,-0.025,-0.006,-0.02,0.015
1752,-0.008,0.055,0.063,-0.024,-0.036,0.059,0.04,0.036,-0.022,-0.003,-0.021,0.015
1753,-0.025,0.053,0.078,-0.014,-0.052,0.066,0.04,0.033,-0.019,-0.011,-0.018,0.013
1754,0.039,0.05,0.011,-0.044,0.014,0.03,0.04,0.03,-0.02,-0.029,-0.024,0.01
1755,0.07,0.05,-0.02,-0.06,0.045,0.015,0.04,0.03,-0.02,-0.04,-0.045,0.01
1756,-0.009,0.046,0.055,-0.018,-0.032,0.05,0.04,0.03,-0.02,-0.036,-0.042,0.01
1757,0.037,0.045,0.008,-0.041,0.014,0.026,0.04,0.03,-0.02,-0.034,-0.039,0.011
1758,0.039,0.043,0.004,-0.041,0.018,0.023,0.04,0.03,-0.02,-0.035,-0.041,0.008
1759,-0.04,0.04,0.079,0,-0.059,0.059,0.039,0.03,-0.02,-0.035,-0.039,0.005
1760,-0.025,0.04,0.065,-0.008,-0.045,0.052,0.035,0.03,-0.02,-0.035,-0.035,0.005
1761,-0.028,0.036,0.064,-0.004,-0.046,0.05,0.035,0.026,-0.016,-0.031,-0.035,0.005
1762,-0.028,0.035,0.063,-0.004,-0.046,0.049,0.035,0.025,-0.015,-0.03,-0.036,0.005
1763,-0.026,0.033,0.059,-0.004,-0.043,0.046,0.035,0.025,-0.015,-0.03,-0.033,0.005
1764,-0.031,0.029,0.06,0.001,-0.046,0.045,0.035,0.025,-0.015,-0.03,-0.03,0.004
1765,-0.03,0.03,0.06,0,-0.045,0.045,0.035,0.025,-0.015,-0.03,-0.03,0
1766,-0.025,0.031,0.056,-0.003,-0.04,0.043,0.035,0.025,-0.015,-0.026,-0.03,0
1767,-0.028,0.027,0.055,0,-0.042,0.041,0.035,0.022,-0.015,-0.025,-0.027,0
1768,-0.028,0.025,0.053,0.001,-0.041,0.039,0.035,0.019,-0.015,-0.025,-0.024,0
1769,-0.025,0.024,0.049,0.001,-0.038,0.036,0.035,0.02,-0.015,-0.025,-0.025,-0.001
1770,-0.03,0.02,0.05,0.005,-0.04,0.035,0.035,0.02,-0.015,-0.025,-0.025,-0.005
1771,-0.03,0.02,0.051,0.005,-0.04,0.035,0.031,0.02,-0.011,-0.025,-0.021,-0.005
1772,-0.03,0.017,0.047,0.006,-0.039,0.032,0.03,0.02,-0.01,-0.022,-0.019,-0.005
1773,-0.03,0.015,0.045,0.007,-0.038,0.03,0.03,0.02,-0.009,-0.019,-0.021,-0.005
1774,-0.03,0.014,0.044,0.007,-0.038,0.029,0.03,0.02,-0.004,-0.02,-0.019,-0.005
1775,-0.025,0.015,0.04,0.005,-0.033,0.027,0.03,0.02,0,-0.02,-0.015,-0.005
1776,-0.009,0.031,0.04,-0.011,-0.025,0.035,0.03,0.022,0,-0.02,-0.015,-0.001
1777,0.004,0.045,0.041,-0.024,-0.018,0.043,0.03,0.004,0.003,-0.017,-0.016,0
1778,0.018,0.055,0.038,-0.037,-0.01,0.047,0.03,-0.004,0.007,-0.014,-0.013,0.002
1779,0.034,0.069,0.035,-0.052,-0.001,0.052,0.03,0.007,0.011,-0.015,-0.01,0.005
1780,0.045,0.08,0.035,-0.063,0.005,0.057,0.03,0.01,0.01,-0.015,-0.01,0.005
1781,0.044,0.076,0.032,-0.061,0.005,0.054,0.03,0.018,0.006,-0.015,-0.01,0.009
1782,0.02,0.074,0.054,-0.048,-0.018,0.064,0.027,0.024,0.004,-0.013,-0.009,0.011
1783,0.01,0.075,0.065,-0.043,-0.028,0.07,0.024,0.023,0.006,-0.022,-0.015,0.008
1784,0.023,0.075,0.052,-0.049,-0.015,0.064,0.025,0.02,0.004,-0.038,-0.028,0.005
1785,0.03,0.075,0.045,-0.053,-0.008,0.06,0.025,0.02,0,-0.04,-0.035,0.005
1786,0.038,0.075,0.037,-0.057,0,0.056,0.021,0.02,0,-0.04,-0.031,0.005
1787,0.043,0.072,0.029,-0.058,0.007,0.05,0.02,0.02,0,-0.04,-0.029,0.005
1788,0.048,0.069,0.022,-0.059,0.013,0.045,0.02,0.02,0,-0.04,-0.03,0.005
1789,0.058,0.07,0.012,-0.065,0.023,0.04,0.02,0.02,-0.001,-0.04,-0.03,0.004
1790,0.065,0.07,0.005,-0.068,0.03,0.037,0.02,0.02,-0.005,-0.04,-0.03,0
1791,0.043,0.07,0.027,-0.057,0.008,0.048,0.016,0.02,-0.005,-0.04,-0.026,0
1792,0.014,0.071,0.057,-0.043,-0.022,0.064,0.014,0.017,-0.004,-0.04,-0.025,0
1793,0.002,0.067,0.064,-0.035,-0.031,0.065,0.016,0.014,-0.007,-0.04,-0.025,0
1794,0.006,0.058,0.052,-0.033,-0.023,0.055,0.014,0.015,-0.01,-0.04,-0.025,0
1795,0.01,0.055,0.045,-0.033,-0.018,0.05,0.01,0.015,-0.01,-0.04,-0.025,0
1796,0.014,0.051,0.037,-0.033,-0.011,0.044,0.01,0.015,-0.01,-0.04,-0.025,0
1797,0.015,0.044,0.029,-0.03,-0.007,0.036,0.01,0.015,-0.009,-0.04,-0.022,-0.003
1798,0.016,0.037,0.022,-0.027,-0.003,0.029,0.011,0.015,-0.012,-0.04,-0.02,-0.006
1799,0.022,0.034,0.012,-0.029,0.005,0.023,0.009,0.015,-0.015,-0.04,-0.02,-0.005
1800,0.025,0.03,0.005,-0.028,0.01,0.017,0,0.015,-0.015,-0.04,-0.02,-0.005
1801,0.006,0.026,0.02,-0.016,-0.007,0.022,-0.008,0.011,-0.016,-0.043,-0.021,-0.005
1802,-0.015,0.025,0.04,-0.005,-0.028,0.032,-0.016,0.006,-0.011,-0.019,-0.016,-0.004
1803,-0.02,0.025,0.045,-0.003,-0.033,0.035,-0.023,0.005,-0.031,-0.032,-0.034,-0.007
1804,-0.014,0.025,0.039,-0.006,-0.027,0.031,-0.024,0.004,-0.058,-0.069,-0.057,-0.01
1805,-0.01,0.025,0.035,-0.008,-0.023,0.03,-0.02,0,-0.05,-0.06,-0.05,-0.01
1806,-0.006,0.025,0.031,-0.01,-0.019,0.028,-0.02,-0.004,-0.046,-0.06,-0.049,-0.01
1807,-0.005,0.022,0.026,-0.009,-0.016,0.024,-0.02,-0.006,-0.042,-0.057,-0.051,-0.01
1808,-0.005,0.02,0.025,-0.008,-0.015,0.022,-0.02,-0.003,-0.038,-0.055,-0.048,-0.01
1809,-0.004,0.02,0.024,-0.008,-0.014,0.022,-0.019,0,-0.034,-0.054,-0.045,-0.01
1810,0,0.02,0.02,-0.01,-0.01,0.02,-0.015,0,-0.03,-0.05,-0.045,-0.01
1811,0.005,0.021,0.016,-0.014,-0.005,0.018,-0.015,0,-0.03,-0.05,-0.045,-0.01
1812,0.002,0.014,0.012,-0.008,-0.005,0.012,-0.015,-0.001,-0.027,-0.047,-0.042,-0.01
1813,0.033,0.042,0.009,-0.038,0.012,0.026,-0.015,0.002,-0.024,-0.044,-0.039,-0.01
1814,0.075,0.078,0.002,-0.077,0.036,0.04,-0.014,0.005,-0.025,-0.045,-0.04,-0.01
1815,0.055,0.06,0.005,-0.058,0.025,0.032,-0.01,0.005,-0.025,-0.045,-0.04,-0.01
1816,0.007,0.051,0.044,-0.03,-0.018,0.047,-0.01,0.005,-0.025,-0.045,-0.04,-0.01
1817,0.032,0.045,0.013,-0.038,0.01,0.028,-0.01,0.005,-0.025,-0.045,-0.041,-0.01
1818,0.014,0.036,0.022,-0.025,-0.004,0.029,-0.01,0.005,-0.025,-0.045,-0.038,-0.01
1819,-0.047,0.028,0.075,0.009,-0.061,0.052,-0.01,0.006,-0.025,-0.045,-0.035,-0.01
1820,-0.03,0.02,0.05,0.005,-0.04,0.035,-0.01,0.01,-0.025,-0.045,-0.035,-0.01
1821,-0.022,0.011,0.033,0.005,-0.028,0.022,-0.006,0.01,-0.025,-0.041,-0.035,-0.01
1822,-0.039,0.012,0.051,0.013,-0.045,0.031,-0.005,0.01,-0.025,-0.04,-0.035,-0.009
1823,-0.044,0.018,0.061,0.013,-0.053,0.039,-0.005,0.01,-0.025,-0.04,-0.035,-0.012
1824,-0.033,0.02,0.053,0.006,-0.043,0.036,-0.005,0.011,-0.025,-0.04,-0.035,-0.015
1825,-0.03,0.02,0.05,0.005,-0.04,0.035,-0.005,0.015,-0.025,-0.04,-0.035,-0.015
1826,-0.026,0.024,0.05,0.001,-0.039,0.037,-0.001,0.015,-0.021,-0.04,-0.031,-0.015
1827,-0.019,0.028,0.048,-0.005,-0.034,0.037,0,0.015,-0.02,-0.04,-0.03,-0.014
1828,-0.011,0.031,0.042,-0.01,-0.027,0.036,0,0.015,-0.02,-0.04,-0.03,-0.017
1829,-0.011,0.029,0.04,-0.009,-0.026,0.035,0,0.015,-0.02,-0.039,-0.03,-0.02
1830,-0.015,0.025,0.04,-0.005,-0.028,0.032,0,0.015,-0.02,-0.035,-0.03,-0.02
1831,-0.004,0.025,0.028,-0.011,-0.016,0.026,0,0.011,-0.02,-0.035,-0.03,-0.02
1832,0.007,0.026,0.018,-0.017,-0.006,0.022,-0.003,0.01,-0.02,-0.035,-0.027,-0.02
1833,0.012,0.023,0.011,-0.018,0,0.017,-0.006,0.01,-0.02,-0.035,-0.024,-0.02
1834,0.017,0.02,0.003,-0.018,0.007,0.011,-0.005,0.01,-0.02,-0.035,-0.025,-0.021
1835,0.025,0.02,-0.005,-0.022,0.015,0.007,-0.005,0.01,-0.02,-0.035,-0.025,-0.025
1836,0.032,0.02,-0.012,-0.026,0.022,0.003,-0.005,0.01,-0.02,-0.035,-0.025,-0.025
1837,0.045,0.02,-0.024,-0.032,0.034,-0.002,-0.004,0.007,-0.02,-0.035,-0.025,-0.025
1838,0.035,0.018,-0.017,-0.027,0.026,0.001,-0.007,0.004,-0.02,-0.035,-0.025,-0.025
1839,0.001,0.015,0.013,-0.008,-0.007,0.014,-0.01,0.005,-0.021,-0.036,-0.026,-0.026
1840,-0.015,0.015,0.03,0,-0.023,0.022,-0.01,0.005,-0.025,-0.04,-0.03,-0.03
1841,0.007,0.015,0.008,-0.011,-0.001,0.011,-0.01,0.005,-0.025,-0.04,-0.03,-0.03
1842,-0.034,0.012,0.046,0.011,-0.04,0.028,-0.01,0.006,-0.025,-0.04,-0.03,-0.03
1843,-0.048,0.01,0.057,0.018,-0.052,0.033,-0.01,0.002,-0.024,-0.04,-0.029,-0.03
1844,0.01,0.01,0,-0.01,0.005,0.005,-0.011,-0.007,-0.026,-0.039,-0.031,-0.03
1845,0.045,0.01,-0.035,-0.027,0.04,-0.012,-0.015,-0.015,-0.03,-0.035,-0.04,-0.03
1846,0.031,0.01,-0.021,-0.02,0.026,-0.004,-0.015,-0.023,-0.028,-0.035,-0.045,-0.026
1847,0.012,0.007,-0.005,-0.009,0.008,0.001,-0.018,-0.029,-0.043,-0.035,-0.042,-0.025
1848,-0.002,0.004,0.007,-0.001,-0.005,0.005,-0.021,-0.028,-0.05,-0.035,-0.039,-0.025
1849,-0.019,0.005,0.025,0.007,-0.023,0.015,-0.02,-0.024,-0.044,-0.035,-0.04,-0.025
1850,-0.03,0.005,0.035,0.012,-0.033,0.02,-0.02,-0.025,-0.045,-0.035,-0.04,-0.025
1851,-0.024,0.004,0.028,0.01,-0.026,0.016,-0.02,-0.026,-0.046,-0.035,-0.04,-0.025
1852,-0.042,0.011,0.053,0.016,-0.048,0.032,-0.02,-0.022,-0.042,-0.035,-0.04,-0.025
1853,-0.042,0.017,0.06,0.012,-0.051,0.039,-0.02,-0.02,-0.04,-0.035,-0.04,-0.025
1854,0.003,0.022,0.018,-0.012,-0.008,0.02,-0.02,-0.02,-0.04,-0.035,-0.04,-0.024
1855,0.035,0.03,-0.005,-0.032,0.02,0.012,-0.02,-0.02,-0.04,-0.035,-0.04,-0.02
1856,0.011,0.035,0.024,-0.023,-0.007,0.03,-0.02,-0.02,-0.04,-0.035,-0.04,-0.02
1857,0.04,0.032,-0.008,-0.036,0.024,0.012,-0.02,-0.017,-0.037,-0.035,-0.04,-0.02
1858,0.059,0.029,-0.03,-0.044,0.045,0,-0.02,-0.014,-0.034,-0.035,-0.04,-0.02
1859,0.035,0.03,-0.005,-0.033,0.02,0.013,-0.02,-0.015,-0.035,-0.035,-0.04,-0.02
1860,0.025,0.03,0.005,-0.028,0.01,0.017,-0.02,-0.015,-0.035,-0.035,-0.04,-0.02
1861,0.007,0.028,0.02,-0.018,-0.006,0.024,-0.02,-0.011,-0.031,-0.035,-0.036,-0.02
1862,0.008,0.045,0.037,-0.027,-0.015,0.04,-0.02,-0.01,-0.03,-0.035,-0.035,-0.021
1863,0.022,0.06,0.038,-0.041,-0.009,0.048,-0.02,-0.01,-0.03,-0.035,-0.035,-0.018
1864,0.032,0.06,0.028,-0.046,0.002,0.044,-0.02,-0.01,-0.03,-0.035,-0.035,-0.015
1865,0.04,0.06,0.02,-0.05,0.01,0.04,-0.02,-0.01,-0.03,-0.035,-0.035,-0.015
1866,0.047,0.06,0.012,-0.053,0.018,0.036,-0.02,-0.006,-0.034,-0.035,-0.035,-0.015
1867,0.059,0.063,0.004,-0.061,0.027,0.034,-0.02,-0.005,-0.036,-0.035,-0.035,-0.015
1868,0.053,0.065,0.012,-0.059,0.02,0.039,-0.02,-0.005,-0.034,-0.035,-0.035,-0.015
1869,0.03,0.065,0.036,-0.047,-0.004,0.05,-0.02,-0.005,-0.036,-0.035,-0.035,-0.015
1870,0.015,0.065,0.05,-0.04,-0.018,0.057,-0.02,-0.005,-0.04,-0.035,-0.035,-0.015
1871,0.011,0.054,0.043,-0.032,-0.016,0.048,-0.02,-0.005,-0.04,-0.035,-0.035,-0.015
1872,0.007,0.04,0.034,-0.023,-0.014,0.037,-0.02,-0.004,-0.039,-0.038,-0.035,-0.016
1873,0.005,0.031,0.026,-0.018,-0.011,0.028,-0.021,-0.007,-0.042,-0.04,-0.035,-0.013
1874,0.004,0.022,0.018,-0.013,-0.007,0.02,-0.019,-0.01,-0.045,-0.041,-0.034,-0.01
1875,0,0.01,0.01,-0.005,-0.005,0.01,-0.01,-0.01,-0.045,-0.045,-0.03,-0.01
1876,-0.004,-0.002,0.002,0.003,-0.003,0.001,-0.006,-0.009,-0.045,-0.046,-0.026,-0.01
1877,-0.009,-0.014,-0.005,0.012,-0.001,-0.009,-0.002,-0.013,-0.045,-0.042,-0.022,-0.011
